Unnamed: 0,bs,time_hour,users
0,0,1345305600,2
1,0,1345309200,0
2,0,1345312800,0
3,0,1345316400,2
4,0,1345320000,2
5,0,1345323600,4
6,0,1345327200,2
7,0,1345330800,4
8,0,1345334400,2
9,0,1345338000,4
10,0,1345341600,4
11,0,1345345200,4
12,0,1345348800,4
13,0,1345352400,2
14,0,1345356000,2
15,0,1345359600,6
16,0,1345363200,2
17,0,1345366800,2
18,0,1345370400,2
19,0,1345374000,0
20,0,1345377600,0
21,0,1345381200,0
22,0,1345384800,0
23,0,1345388400,0
24,0,1345392000,0
25,0,1345395600,2
26,0,1345399200,0
27,0,1345402800,0
28,0,1345406400,0
29,0,1345410000,0
30,0,1345413600,0
31,0,1345417200,2
32,0,1345420800,6
33,0,1345424400,4
34,0,1345428000,6
35,0,1345431600,6
36,0,1345435200,4
37,0,1345438800,4
38,0,1345442400,4
39,0,1345446000,2
40,0,1345449600,6
41,0,1345453200,6
42,0,1345456800,8
43,0,1345460400,2
44,0,1345464000,2
45,0,1345467600,0
46,0,1345471200,0
47,0,1345474800,0
48,0,1345478400,0
49,0,1345482000,0
50,0,1345485600,0
51,0,1345489200,0
52,0,1345492800,0
53,0,1345496400,2
54,0,1345500000,2
55,0,1345503600,0
56,0,1345507200,4
57,0,1345510800,4
58,0,1345514400,4
59,0,1345518000,2
60,0,1345521600,4
61,0,1345525200,4
62,0,1345528800,6
63,0,1345532400,6
64,0,1345536000,6
65,0,1345539600,8
66,0,1345543200,4
67,0,1345546800,4
68,0,1345550400,2
69,0,1345554000,4
70,0,1345557600,2
71,0,1345561200,0
72,0,1345564800,0
73,0,1345568400,2
74,0,1345572000,2
75,0,1345575600,2
76,0,1345579200,0
77,0,1345582800,0
78,0,1345586400,0
79,0,1345590000,0
80,0,1345593600,4
81,0,1345597200,4
82,0,1345600800,6
83,0,1345604400,4
84,0,1345608000,4
85,0,1345611600,4
86,0,1345615200,4
87,0,1345618800,4
88,0,1345622400,4
89,0,1345626000,8
90,0,1345629600,8
91,0,1345633200,2
92,0,1345636800,2
93,0,1345640400,0
94,0,1345644000,2
95,0,1345647600,0
96,0,1345651200,0
97,0,1345654800,0
98,0,1345658400,0
99,0,1345662000,0
100,0,1345665600,0
101,0,1345669200,0
102,0,1345672800,2
103,0,1345676400,2
104,0,1345680000,6
105,0,1345683600,4
106,0,1345687200,2
107,0,1345690800,2
108,0,1345694400,4
109,0,1345698000,4
110,0,1345701600,2
111,0,1345705200,4
112,0,1345708800,4
113,0,1345712400,6
114,0,1345716000,8
115,0,1345719600,6
116,0,1345723200,6
117,0,1345726800,2
118,0,1345730400,6
119,0,1345734000,0
120,0,1345737600,0
121,0,1345741200,0
122,0,1345744800,0
123,0,1345748400,0
124,0,1345752000,0
125,0,1345755600,0
126,0,1345759200,0
127,0,1345762800,2
128,0,1345766400,4
129,0,1345770000,4
130,0,1345773600,2
131,0,1345777200,4
132,0,1345780800,2
133,0,1345784400,0
134,0,1345788000,2
135,0,1345791600,4
136,0,1345795200,2
137,0,1345798800,6
138,0,1345802400,6
139,0,1345806000,2
140,0,1345809600,2
141,0,1345813200,2
142,0,1345816800,4
143,0,1345820400,0
144,0,1345824000,2
145,0,1345827600,0
146,0,1345831200,0
147,0,1345834800,2
148,0,1345838400,2
149,0,1345842000,4
150,0,1345845600,2
151,0,1345849200,4
152,0,1345852800,2
153,0,1345856400,2
154,0,1345860000,0
155,0,1345863600,2
156,0,1345867200,4
157,0,1345870800,2
158,0,1345874400,6
159,0,1345878000,6
160,0,1345881600,2
161,0,1345885200,2
162,0,1345888800,2
163,0,1345892400,0
164,0,1345896000,0
165,0,1345899600,0
166,0,1345903200,0
167,0,1345906800,0
168,0,1345910400,2
169,0,1345914000,0
170,0,1345917600,0
171,0,1345921200,2
172,0,1345924800,2
173,0,1345928400,4
174,0,1345932000,2
175,0,1345935600,4
176,0,1345939200,2
177,0,1345942800,4
178,0,1345946400,4
179,0,1345950000,4
180,0,1345953600,4
181,0,1345957200,2
182,0,1345960800,2
183,0,1345964400,6
184,0,1345968000,2
185,0,1345971600,2
186,0,1345975200,0
187,0,1345978800,0
188,0,1345982400,0
189,0,1345986000,0
190,0,1345989600,0
191,0,1345993200,0
192,1,1345305600,0
193,1,1345309200,0
194,1,1345312800,0
195,1,1345316400,2
196,1,1345320000,4
197,1,1345323600,4
198,1,1345327200,2
199,1,1345330800,4
200,1,1345334400,4
201,1,1345338000,0
202,1,1345341600,2
203,1,1345345200,0
204,1,1345348800,2
205,1,1345352400,4
206,1,1345356000,2
207,1,1345359600,4
208,1,1345363200,4
209,1,1345366800,2
210,1,1345370400,2
211,1,1345374000,2
212,1,1345377600,2
213,1,1345381200,2
214,1,1345384800,2
215,1,1345388400,2
216,1,1345392000,2
217,1,1345395600,2
218,1,1345399200,0
219,1,1345402800,0
220,1,1345406400,2
221,1,1345410000,2
222,1,1345413600,2
223,1,1345417200,2
224,1,1345420800,2
225,1,1345424400,2
226,1,1345428000,4
227,1,1345431600,4
228,1,1345435200,4
229,1,1345438800,2
230,1,1345442400,4
231,1,1345446000,2
232,1,1345449600,2
233,1,1345453200,2
234,1,1345456800,2
235,1,1345460400,2
236,1,1345464000,2
237,1,1345467600,4
238,1,1345471200,4
239,1,1345474800,2
240,1,1345478400,2
241,1,1345482000,2
242,1,1345485600,0
243,1,1345489200,0
244,1,1345492800,2
245,1,1345496400,0
246,1,1345500000,2
247,1,1345503600,2
248,1,1345507200,2
249,1,1345510800,0
250,1,1345514400,2
251,1,1345518000,4
252,1,1345521600,4
253,1,1345525200,4
254,1,1345528800,2
255,1,1345532400,4
256,1,1345536000,4
257,1,1345539600,2
258,1,1345543200,6
259,1,1345546800,2
260,1,1345550400,4
261,1,1345554000,2
262,1,1345557600,4
263,1,1345561200,2
264,1,1345564800,2
265,1,1345568400,2
266,1,1345572000,0
267,1,1345575600,0
268,1,1345579200,0
269,1,1345582800,2
270,1,1345586400,0
271,1,1345590000,4
272,1,1345593600,2
273,1,1345597200,0
274,1,1345600800,2
275,1,1345604400,2
276,1,1345608000,2
277,1,1345611600,2
278,1,1345615200,4
279,1,1345618800,6
280,1,1345622400,2
281,1,1345626000,2
282,1,1345629600,2
283,1,1345633200,4
284,1,1345636800,4
285,1,1345640400,2
286,1,1345644000,0
287,1,1345647600,2
288,1,1345651200,2
289,1,1345654800,2
290,1,1345658400,0
291,1,1345662000,0
292,1,1345665600,0
293,1,1345669200,2
294,1,1345672800,0
295,1,1345676400,4
296,1,1345680000,4
297,1,1345683600,4
298,1,1345687200,2
299,1,1345690800,2
300,1,1345694400,2
301,1,1345698000,2
302,1,1345701600,2
303,1,1345705200,4
304,1,1345708800,4
305,1,1345712400,2
306,1,1345716000,2
307,1,1345719600,4
308,1,1345723200,2
309,1,1345726800,4
310,1,1345730400,4
311,1,1345734000,2
